2021-11-27 00:20:00,30,36,20.2,79,2.7,986.1,0.3,0.7,,483.9,2048
2021-11-27 00:50:00,30,36,20.0,79,2.8,985.9,0.7,1.0,8,483.9,0
2021-11-27 01:20:00,30,37,19.8,77,2.8,985.6,1.0,1.7,0,483.9,0
2021-11-27 01:50:00,30,37,19.6,75,2.3,985.4,0,0.3,9,483.9,0
2021-11-27 02:20:00,30,37,19.5,76,2.0,985.2,1.0,1.4,6,483.9,0
2021-11-27 02:50:00,30,37,19.3,77,1.7,985.1,0.3,1.0,4,483.9,0
2021-11-27 03:20:00,30,37,19.2,77,1.4,985.1,1.0,1.7,4,483.9,0
2021-11-27 03:50:00,30,37,19.1,78,1.1,985.0,0.7,1.0,4,483.9,0
2021-11-27 04:20:00,30,37,19.0,79,1.2,985.1,0.3,0.7,6,483.9,0
2021-11-27 04:50:00,30,38,18.9,78,1.5,985.0,1.0,1.7,,483.9,2048
2021-11-27 05:20:00,30,37,18.8,76,1.7,985.0,1.4,2.0,4,483.9,0
2021-11-27 05:50:00,30,37,18.9,75,1.9,985.2,0.3,0.7,12,483.9,0
2021-11-27 06:20:00,30,36,19.2,73,2.0,985.4,0.3,0.7,4,483.9,0
2021-11-27 06:50:00,30,36,19.6,73,2.1,985.6,2.0,2.4,4,483.9,0
2021-11-27 07:19:59,30,36,19.8,72,2.3,986.0,0.7,1.4,8,483.9,0
2021-11-27 07:49:59,30,35,20.4,71,2.5,986.2,0.7,1.0,6,483.9,0
2021-11-27 08:19:59,30,32,21.5,70,2.7,986.4,0.7,1.0,8,483.9,0
2021-11-27 08:49:59,30,31,21.8,70,2.9,986.7,1.7,2.4,5,483.9,0
2021-11-27 09:19:59,30,32,21.4,70,3.1,986.7,0.7,1.0,,483.9,2048
2021-11-27 09:49:59,30,32,21.0,70,3.3,986.6,1.4,2.0,4,483.9,0
2021-11-27 10:19:59,30,33,20.6,68,4.0,986.6,0.7,1.0,12,483.9,0
2021-11-27 10:49:59,30,34,20.4,68,4.0,986.7,0.7,1.0,8,483.9,0
2021-11-27 11:19:59,30,34,20.1,69,4.1,986.3,0.7,1.0,4,483.9,0
2021-11-27 11:49:59,30,36,19.9,69,4.3,986.2,0.7,1.4,6,483.9,0
2021-11-27 12:19:59,30,36,19.7,67,4.5,986.2,0.7,1.0,10,483.9,0
2021-11-27 12:49:59,30,37,19.7,68,4.4,986.5,0.7,1.4,8,483.9,0
2021-11-27 13:19:59,30,37,19.8,72,3.9,986.7,2.0,2.7,4,483.9,0
2021-11-27 13:49:59,30,36,20.1,80,3.3,986.7,0.7,1.0,8,483.9,0
2021-11-27 14:19:59,30,35,20.3,81,3.1,987.0,1.0,1.7,,483.9,2048
2021-11-27 14:49:59,30,35,20.3,82,3.0,987.0,1.0,1.7,4,484.2,0
2021-11-27 15:19:59,30,35,20.4,83,2.9,987.1,0.7,1.0,6,484.2,0
2021-11-27 15:49:59,30,35,20.4,84,2.9,987.4,0,0.7,12,484.5,0
2021-11-27 16:19:59,30,35,20.5,84,2.8,987.6,0.3,0.7,14,485.1,0
2021-11-27 16:49:59,30,36,20.5,85,2.1,987.9,0.3,0.7,10,486.3,0
2021-11-27 17:19:59,30,36,20.5,84,1.4,988.2,0,0,4,486.3,0
2021-11-27 17:49:59,30,35,20.6,85,1.2,988.1,0,0,0,486.6,0
2021-11-27 18:19:59,30,35,20.6,85,1.2,988.1,0,0,6,486.6,0
2021-11-27 18:49:59,30,35,20.6,85,1.2,988.2,0,0,,486.9,2048
2021-11-27 19:19:59,30,35,20.6,85,1.0,988.1,0,0,0,486.9,0
2021-11-27 19:49:59,30,34,20.6,86,0.9,988.5,0,0,8,486.9,0
2021-11-27 20:19:59,30,34,20.6,87,1.4,988.6,0,0,6,486.9,0
2021-11-27 20:49:59,30,34,20.6,87,1.5,988.7,0,0,0,487.2,0
2021-11-27 21:19:59,30,34,20.6,87,1.3,989.1,0,0,8,487.2,0
2021-11-27 21:49:59,30,34,20.6,88,1.7,989.6,0,0.3,14,487.2,0
2021-11-27 22:19:59,30,34,20.4,89,1.9,989.7,0,0,10,487.2,0
2021-11-27 22:49:59,30,34,20.3,89,1.8,989.3,0,0,14,487.5,0
