2009-05-21 00:09:08,20,50,23.0,79,14.1,1011.4,0.3,0.7,2,321.3,0
2009-05-21 00:29:08,20,50,23.0,80,13.8,1011.3,0.0,0.0,2,321.3,0
2009-05-21 00:49:08,20,50,23.0,81,13.5,1011.0,0.3,0.7,0,321.3,0
2009-05-21 01:09:08,20,50,22.9,81,13.1,1010.9,0.0,0.0,6,321.3,0
2009-05-21 01:29:08,20,50,22.9,82,12.8,1010.7,0.0,0.0,8,321.3,0
2009-05-21 01:49:08,20,50,22.8,82,12.4,1010.4,0.0,0.7,2,321.3,0
2009-05-21 02:09:08,20,50,22.8,83,12.1,1010.3,0.0,0.0,6,321.3,0
2009-05-21 02:29:08,20,50,22.7,83,11.7,1010.1,0.0,0.0,0,321.3,0
2009-05-21 02:49:08,20,50,22.7,83,11.5,1010.0,0.7,1.0,0,321.3,0
2009-05-21 03:09:08,20,50,22.6,84,11.4,1009.8,0.3,1.0,4,321.3,0
2009-05-21 03:29:08,20,50,22.6,84,11.5,1010.0,0.0,0.3,8,321.3,0
2009-05-21 03:49:08,20,50,22.5,84,11.8,1010.2,0.0,0.0,0,321.3,0
2009-05-21 04:09:08,20,50,22.5,84,12.2,1009.8,0.3,0.7,0,321.3,0
2009-05-21 04:29:08,20,49,22.4,84,12.8,1009.9,0.0,0.3,6,321.3,0
2009-05-21 04:49:08,20,49,22.4,84,13.8,1009.9,0.0,0.0,0,321.3,0
2009-05-21 05:09:08,20,49,22.4,83,14.9,1010.0,0.0,0.3,2,321.3,0
2009-05-21 05:29:08,20,49,22.4,80,16.4,1009.6,0.3,0.7,2,321.3,0
2009-05-21 05:49:08,20,49,22.4,77,17.9,1009.6,0.0,0.3,2,321.3,0
2009-05-21 06:09:08,20,50,22.3,71,21.9,1009.3,0.7,1.0,8,321.3,0
2009-05-21 06:29:08,20,50,22.3,64,23.3,1009.1,0.0,0.3,10,321.3,0
2009-05-21 06:49:08,20,50,22.3,58,24.4,1009.0,0.3,1.0,10,321.3,0
2009-05-21 07:09:08,20,50,22.3,54,26.3,1008.9,1.0,1.7,10,321.3,0
2009-05-21 07:29:08,20,50,22.4,52,25.7,1008.7,0.7,1.0,8,321.3,0
2009-05-21 07:49:08,20,51,22.4,48,27.0,1008.8,0.3,1.4,12,321.3,0
2009-05-21 08:09:08,20,51,22.4,45,27.9,1008.5,0.3,1.4,10,321.3,0
2009-05-21 08:29:08,20,51,22.4,45,28.5,1008.4,0.0,0.7,12,321.3,0
2009-05-21 08:49:08,20,51,22.5,42,29.5,1008.3,0.3,1.7,10,321.3,0
2009-05-21 09:09:08,20,52,22.7,44,28.9,1007.8,0.7,1.4,6,321.3,0
2009-05-21 09:29:08,20,52,23.2,46,27.5,1007.4,0.3,1.0,10,321.3,0
2009-05-21 09:49:08,20,51,23.7,50,25.3,1006.9,0.7,2.0,2,321.3,0
2009-05-21 10:09:08,20,51,24.1,50,25.4,1007.5,0.3,0.7,8,321.3,0
2009-05-21 10:29:08,20,51,24.3,55,23.0,1007.3,0.3,1.0,4,321.3,0
2009-05-21 10:49:08,20,52,24.2,60,22.1,1006.3,0.3,1.0,4,321.3,0
2009-05-21 11:09:08,20,52,24.3,61,21.7,1005.7,0.3,1.4,4,321.3,0
2009-05-21 11:29:08,20,51,24.4,63,21.0,1006.6,0.7,1.7,10,321.3,0
2009-05-21 11:49:08,20,51,24.3,71,19.5,1005.5,0.3,1.0,12,321.6,0
2009-05-21 12:09:08,20,51,24.1,75,18.3,1006.4,1.0,2.0,8,321.9,0
2009-05-21 12:29:08,20,52,23.9,78,17.6,1006.4,0.7,1.4,5,322.2,0
2009-05-21 12:49:08,20,52,23.7,79,16.8,1006.5,0.7,1.7,0,323.4,0
2009-05-21 13:09:08,20,52,23.5,81,16.3,1005.9,0.0,1.0,4,324.9,0
2009-05-21 13:29:08,20,52,23.4,81,16.2,1005.8,0.0,1.0,2,325.8,0
2009-05-21 13:49:08,20,53,23.3,82,16.6,1004.7,0.0,0.3,4,326.4,0
2009-05-21 14:09:08,20,53,23.3,81,18.2,1004.2,0.7,2.0,6,326.4,0
2009-05-21 14:29:08,20,55,23.1,77,19.8,1004.2,0.7,1.7,6,326.4,0
2009-05-21 14:49:08,20,57,23.1,74,19.5,1003.8,0.3,1.0,8,326.4,0
2009-05-21 15:09:08,20,57,23.2,74,18.9,1003.5,1.0,2.0,2,326.4,0
2009-05-21 15:29:08,20,56,23.5,75,18.7,1003.2,0.0,0.7,6,326.4,0
2009-05-21 15:49:08,20,56,23.7,75,18.7,1003.1,0.3,1.0,12,326.4,0
2009-05-21 16:09:08,20,56,23.9,75,18.3,1002.6,0.3,0.7,4,326.4,0
2009-05-21 16:29:08,20,55,24.1,75,18.1,1002.1,0.0,1.0,6,326.4,0
2009-05-21 16:49:08,20,54,24.2,73,18.4,1002.1,0.7,1.0,12,326.4,0
2009-05-21 17:09:08,20,54,24.0,70,18.6,1002.0,0.0,0.3,8,326.4,0
2009-05-21 17:29:08,20,54,23.9,71,18.6,1002.0,0.0,0.7,8,326.4,0
2009-05-21 17:49:08,20,54,23.7,72,18.2,1002.0,0.0,0.3,6,326.4,0
2009-05-21 18:09:08,20,54,23.6,74,17.9,1001.9,0.0,0.3,8,326.4,0
2009-05-21 18:29:08,20,54,23.4,75,17.5,1001.9,0.0,0.7,13,326.4,0
2009-05-21 18:49:08,20,54,23.3,76,17.2,1002.3,0.0,0.7,12,326.4,0
2009-05-21 19:09:08,20,54,23.2,77,16.8,1002.5,0.0,0.3,10,326.4,0
2009-05-21 19:29:08,20,54,23.1,79,16.3,1002.7,0.3,0.7,4,326.4,0
2009-05-21 19:49:08,20,54,23.0,80,15.9,1002.5,0.0,0.0,4,326.4,0
2009-05-21 20:09:08,20,54,23.0,81,15.6,1002.6,0.0,0.3,6,326.4,0
2009-05-21 20:29:08,20,54,22.9,82,15.6,1002.8,0.0,0.0,10,326.4,0
2009-05-21 20:49:08,20,54,22.8,82,15.6,1002.9,0.0,0.3,10,326.4,0
2009-05-21 21:09:08,20,55,22.8,83,15.5,1002.9,0.0,0.0,10,326.4,0
2009-05-21 21:29:08,20,55,22.8,83,15.4,1003.0,1.0,2.0,12,326.4,0
2009-05-21 21:49:08,20,55,22.8,83,15.4,1003.3,0.3,1.0,14,326.4,0
2009-05-21 22:09:08,20,55,22.7,84,15.5,1003.5,0.0,0.7,12,326.4,0
2009-05-21 22:29:08,20,55,22.7,84,15.4,1003.6,0.3,0.7,12,326.4,0
2009-05-21 22:49:08,20,55,22.7,84,15.3,1003.6,0.0,0.7,14,326.4,0
2009-05-21 23:09:08,20,55,22.6,83,15.0,1004.0,0.0,0.3,13,326.4,0
2009-05-21 23:29:08,20,55,22.6,83,14.6,1003.8,0.0,0.7,0,326.4,0
2009-05-21 23:49:08,20,55,22.6,83,13.9,1004.2,0.3,1.4,12,326.4,0
